title,link,authors,year
Towards a decade of synergising corpus linguistics and critical discourse analysis: a meta-analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=GMKQaoEAAAAJ&pagesize=100&citation_for_view=GMKQaoEAAAAJ:lvd772isFD0C,"(1) M Nartey, IN Mwinlaaru",2019
The marine plastic litter issue: a social-economic analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=XoYpB18AAAAJ&pagesize=100&citation_for_view=XoYpB18AAAAJ:M3ejUd6NZC8C,"(1) S Abalansa, B El Mahrad, GK Vondolia, J Icely, A Newton",2020
Host and Microbiome Genome-Wide Association Studies: Current State and Challenges,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Fb4M2FoAAAAJ&pagesize=100&citation_for_view=Fb4M2FoAAAAJ:UebtZRa9Y70C,"(1) NMERC Denis Awany, Imane Allali, Shareefa Dalvie, Sian Hemmings, Kilaza S ...",2019
Collaborative networks for sustainable human capital management in women’s tourism entrepreneurship: The role of tourism policy,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=4Q9mdWcAAAAJ&pagesize=100&citation_for_view=4Q9mdWcAAAAJ:2osOgNQ5qMEC,"(1) AN Kimbu, MZ Ngoasong, O Adeola, E Afenyo-Agbe",2020
"Roles of arbuscular mycorrhizal fungi on soil fertility: Contribution in the improvement of physical, chemical, and biological properties of the soil",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=xEuuLaYAAAAJ&pagesize=100&citation_for_view=xEuuLaYAAAAJ:nb7KW1ujOQ8C,"(1) AF Fall, G Nakabonge, J Ssekandi, H Founoune-Mboup, SO Apori, ...",2022
"Perceived impacts of COVID-19 on risk perceptions, emotions, and travel intentions: evidence from Macau higher educational institutions",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Htx-wTcAAAAJ&pagesize=100&citation_for_view=Htx-wTcAAAAJ:4DMP91E08xMC,"(1) E Agyeiwaah, I Adam, F Dayour, F Badu Baiden",2021
"Behavioral intention to use mobile learning: Evaluating the role of self-efficacy, subjective norm, and WhatsApp use habit",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=88EPn7cAAAAJ&pagesize=100&citation_for_view=88EPn7cAAAAJ:FPJr55Dyh1AC,"(1) Kumar, J.A, B Bervell, N Annamalai, S Osman",2020
Dynamic connectedness and spillovers between Islamic and conventional stock markets: time-and frequency-domain approach in COVID-19 era,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=r6ZueU4AAAAJ&pagesize=100&citation_for_view=r6ZueU4AAAAJ:L8Ckcad2t8MC,"(1) A Bossman, PO Junior, AK Tiwari",2022
"Women entrepreneurship orientation, networks and firm performance in the tourism industry in resource-scarce contexts",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=4Q9mdWcAAAAJ&pagesize=100&citation_for_view=4Q9mdWcAAAAJ:Y0pCki6q_DkC,"(2) MA Ribeiro, I Adam, AN Kimbu, E Afenyo-Agbe, O Adeola, ...",2021
Quality of public transport service: An integrative review and research agenda,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=l-7m00gAAAAJ&pagesize=100&citation_for_view=l-7m00gAAAAJ:IjCSPb-OGe4C,(1) TK Ojo,2019
Understanding the influence of environmental production practices on firm performance: a proactive versus reactive approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=-jgUP5wAAAAJ&pagesize=100&citation_for_view=-jgUP5wAAAAJ:IjCSPb-OGe4C,"(2) C Baah, D Opoku-Agyeman, ISK Acquah, K Issau, FAM Abdoulaye",2020
Plastic waste to fuel via pyrolysis: A key way to solving the severe plastic waste problem in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=nPldrNcAAAAJ&pagesize=100&citation_for_view=nPldrNcAAAAJ:4fGpz3EwCPoC,"(1) SK Tulashie, EK Boadu, S Dapaah",2019
Determinants of online shopping among tertiary students in Ghana: An extended technology acceptance model,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5picmrwAAAAJ&pagesize=100&citation_for_view=5picmrwAAAAJ:9yKSN-GCB0IC,"(1) D Ofori, C Appiah Nimo",2019
"A structural decompositional analysis of eco-visitors’ motivations, satisfaction and post-purchase behaviour",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=q8Jzy_YAAAAJ&pagesize=100&citation_for_view=q8Jzy_YAAAAJ:5nxA0vEk-isC,"(2) I Adam, CA Adongo, FE Amuquandoh",2019
Social capital and SME performance: the moderating role of emotional intelligence,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=M9QcbGIAAAAJ&pagesize=100&citation_for_view=M9QcbGIAAAAJ:Wp0gIr-vW9MC,"(1) R Boohene, RA Gyimah, MB Osei",2020
COVID-19 as information transmitter to global equity markets: evidence from CEEMDAN-based transfer entropy approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=CaBkHfgAAAAJ&pagesize=100&citation_for_view=CaBkHfgAAAAJ:M3ejUd6NZC8C,"(4) P Owusu Junior, S Frimpong, AM Adam, SK Agyei, EN Gyamfi, ...",2021
COVID-19 as Information Transmitter to Global Equity Markets: Evidence from CEEMDAN-Based Transfer Entropy Approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DHXqQUMAAAAJ&pagesize=100&citation_for_view=DHXqQUMAAAAJ:O0nohqN1r9EC,"(1) P Owusu Junior, S Frimpong, AM Adam, SK Agyei, EN Gyamfi, ...",2021
"Phytochemical analysis, antioxidant and metal chelating capacity of Tetrapleura tetraptera",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ZR08lNwAAAAJ&pagesize=100&citation_for_view=ZR08lNwAAAAJ:2osOgNQ5qMEC,"(1) S Adusei, JK Otchere, P Oteng, RQ Mensah, E Tei-Mensah",2019
Maternal challenges of exclusive breastfeeding and complementary feeding in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=bz47NdQAAAAJ&pagesize=100&citation_for_view=bz47NdQAAAAJ:r0BpntZqJG4C,"(2) AM Tampah-Naah, A Kumi-Kyereme, J Amo-Adjei",2019
"Financial development, remittances and economic growth: A threshold analysis",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=T9WzwtwAAAAJ&pagesize=100&citation_for_view=T9WzwtwAAAAJ:BrmTIyaxlBUC,"(1) JA Peprah, IK Ofori, AN Asomani",2019
Application of solid-state fermentation by microbial biotechnology for bioprocessing of agro-industrial wastes from 1970 to 2020: A review and bibliometric analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ABjuR1AAAAAJ&pagesize=100&citation_for_view=ABjuR1AAAAAJ:roLk4NBRz8UC,(1) L Yafetto,2022
Stock market performance and COVID-19 pandemic: evidence from a developing economy,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=-qtMPtkAAAAJ&pagesize=100&citation_for_view=-qtMPtkAAAAJ:ufrVoPGSRksC,"(1) M Insaidoo, L Arthur, S Amoako, FK Andoh",2021
Markov-switching dependence between artificial intelligence and carbon price: The role of policy uncertainty in the era of the 4th industrial revolution and the effect of COVID …,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0baKC5wAAAAJ&pagesize=100&citation_for_view=0baKC5wAAAAJ:TQgYirikUcIC,"(1) AK Tiwari, EJA Abakah, TNL Le, DI Leyva-de la Hiz",2021
Enzymatic activity of HPGD in Treg cells suppresses Tconv cells to maintain adipose tissue homeostasis and prevent metabolic dysfunction,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=6D2rEXoAAAAJ&pagesize=100&citation_for_view=6D2rEXoAAAAJ:IjCSPb-OGe4C,"(1) L Schmidleithner, Y Thabet, E Schönfeld, M Köhne, D Sommer, ...",2019
Factors leading to unsafe behavior in the twenty first century workplace: a review,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JMiB-NYAAAAJ&pagesize=100&citation_for_view=JMiB-NYAAAAJ:u-x6o8ySG0sC,"(1) JE Dodoo, H Al-Samarraie",2019
Economic policy uncertainty and stock returns of Africa: a wavelet coherence analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=CaBkHfgAAAAJ&pagesize=100&citation_for_view=CaBkHfgAAAAJ:Zph67rFs4hoC,"(4) E Asafo-Adjei, D Agyapong, SK Agyei, S Frimpong, R Djimatey, AM Adam",2020
"Towards comprehensive sexuality education: a comparative analysis of the policy environment surrounding school-based sexuality education in Ghana, Peru, Kenya and Guatemala",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=zcw90nAAAAAJ&pagesize=100&citation_for_view=zcw90nAAAAAJ:CHSYGLWDkRkC,"(1) C Panchaud, SC Keogh, M Stillman, K Awusabo-Asare, A Motta, E Sidze, ...",2019
"Using the UTAUT, personal innovativeness and perceived financial cost to examine student’s intention to use E-learning",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5picmrwAAAAJ&pagesize=100&citation_for_view=5picmrwAAAAJ:ULOm3_A8WrAC,"(1) KK Twum, D Ofori, G Keney, B Korang-Yeboah",2022
Understanding the gap between access and use: a qualitative study on barriers and facilitators to insecticide-treated net use in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=RufNfRwAAAAJ&pagesize=100&citation_for_view=RufNfRwAAAAJ:Se3iqnhoufwC,"(1) BOAM Collins Stephen Ahorlu, Philip Adongo, Hannah Koenker, Sixte ...",2019
Understanding the gap between access and use: a qualitative study on barriers and facilitators to insecticide-treated net use in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=-cLxNScAAAAJ&pagesize=100&citation_for_view=-cLxNScAAAAJ:W7OEmFMy1HYC,"(1) CS Ahorlu, P Adongo, H Koenker, S Zigirumugabe, S Sika-Bright, E Koka, ...",2019
Mapping local patterns of childhood overweight and wasting in low-and middle-income countries between 2000 and 2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JEpmvgsAAAAJ&pagesize=100&citation_for_view=JEpmvgsAAAAJ:0EnyYjriUFMC,"(2) DK Kinyoki, JM Ross, A Lazzar-Atwood, SB Munro, LE Schaeffer, ...",2020
Towards a model for online learning satisfaction (MOLS): re-considering non-linear relationships among personal innovativeness and modes of online interaction,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=88EPn7cAAAAJ&pagesize=100&citation_for_view=88EPn7cAAAAJ:HbR8gkJAVGIC,"(1) B Bervell, N Umar, Irfan, H Kamilin,Muhamad",2020
Prevalence and determinants of acute lower respiratory infections among children under-five years in sub–Saharan Africa: evidence from demographic and health surveys,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ezJviOEAAAAJ&pagesize=100&citation_for_view=ezJviOEAAAAJ:Br1UauaknNIC,"(2) AA Seidu, KS Dickson, BO Ahinkorah, H Amu, EKM Darteh, ...",2019
Investigating the efficacy of isomorphic pressures on the adoption of green manufacturing practices and its influence on organizational legitimacy and financial performance,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=TIfpcPAAAAAJ&pagesize=100&citation_for_view=TIfpcPAAAAAJ:5nxA0vEk-isC,"(1) ISK Acquah, D Essel, C Baah, Y Agyabeng-Mensah, E Afum",2021
Barriers to the uptake of cervical cancer screening and treatment among rural women in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ioyC8AcAAAAJ&pagesize=100&citation_for_view=ioyC8AcAAAAJ:u9iWguZQMMsC,"(2) C Binka, SH Nyarko, K Awusabo-Asare, DT Doku",2019
Metagenomics analysis of cocoa bean fermentation microbiome identifying species diversity and putative functional capabilities,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=wg8T6pkAAAAJ&pagesize=100&citation_for_view=wg8T6pkAAAAJ:7PzlFSSx8tAC,"(2) DS Agyirifo, M Wamalwa, EP Otwe, I Galyuon, S Runo, J Takrama, ...",2019
"Postgraduate distance education in university of cape coast, Ghana: Students’ perspectives",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Prxa-csAAAAJ&pagesize=100&citation_for_view=Prxa-csAAAAJ:9yKSN-GCB0IC,"(2) RPK Andoh, R Appiah, PM Agyei",2020
Non-fractional and fractional mathematical analysis and simulations for Q fever,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=xqq_jGIAAAAJ&pagesize=100&citation_for_view=xqq_jGIAAAAJ:kNdYIx-mwKoC,"(1) JKK Asamoah, E Okyere, E Yankson, AA Opoku, A Adom-Konadu, ...",2022
Forensic touch DNA recovery from metal surfaces–A review,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=4qzvWGUAAAAJ&pagesize=100&citation_for_view=4qzvWGUAAAAJ:8k81kl-MbHgC,"(1) DOM Bonsu, D Higgins, JJ Austin",2020
Simultaneous optimization of microwave-assisted extraction of phenolic compounds and antioxidant activity of avocado (Persea americana Mill.) seeds using response surface …,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DOw0zfsAAAAJ&pagesize=100&citation_for_view=DOw0zfsAAAAJ:Zph67rFs4hoC,"(1) A Weremfo, F Adulley, M Adarkwah-Yiadom",2020
Achieving global biodiversity goals by 2050 requires urgent and integrated actions,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=1RmZz2YAAAAJ&pagesize=100&citation_for_view=1RmZz2YAAAAJ:SpbeaW3--B0C,"(1) P Leadley, A Gonzalez, D Obura, CB Krug, MC Londoño-Murcia, ...",2022
Financial development and economic growth nexus in SSA economies: The moderating role of telecommunication development,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5xspOs8AAAAJ&pagesize=100&citation_for_view=5xspOs8AAAAJ:-f6ydRqryjwC,"(1) MJ Abeka, E Andoh, JG Gatsi, S Kawor",2021
Information flow between global equities and cryptocurrencies: a VMD-based entropy evaluating shocks from COVID-19 pandemic,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DHXqQUMAAAAJ&pagesize=100&citation_for_view=DHXqQUMAAAAJ:3bvyWxjaHKcC,"(2) E Asafo-Adjei, P Owusu Junior, AM Adam",2021
Can crude oil price returns drive stock returns of oil producing countries in Africa? Evidence from bivariate and multiple wavelet,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DHXqQUMAAAAJ&pagesize=100&citation_for_view=DHXqQUMAAAAJ:ce2CqMG-AY4C,"(1) E Asafo-Adjei, AM Adam, P Darkwa",2021
"Psychological impact of COVID-19 on health workers in Ghana: A multicentre, cross-sectional study",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=83a3zgkAAAAJ&pagesize=100&citation_for_view=83a3zgkAAAAJ:UebtZRa9Y70C,"(1) AA Ofori, J Osarfo, EK Agbeno, DO Manu, E Amoah",2021
Impact of COVID-19 on poverty and living standards in Ghana: A micro-perspective,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=fA582XEAAAAJ&pagesize=100&citation_for_view=fA582XEAAAAJ:ZeXyd9-uunAC,"(3) C Bukari, G Essilfie, MA Aning-Agyei, IC Otoo, C Kyeremeh, AA Owusu, ...",2021
Contamination impact and human health risk assessment of heavy metals in surface soils from selected major mining areas in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=9ANHcLMAAAAJ&pagesize=100&citation_for_view=9ANHcLMAAAAJ:2osOgNQ5qMEC,"(1) GY Hadzi, GA Ayoko, DK Essumang, SKD Osae",2019
A comparative review of mobile health and electronic health utilization in sub-Saharan African countries,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=88EPn7cAAAAJ&pagesize=100&citation_for_view=88EPn7cAAAAJ:i2xiXl-TujoC,"(1) B Bervell, H Al-Samarraie",2019
Susceptibility of Stock Market Returns to International Economic Policy: Evidence from Effective Transfer Entropy of Africa with the Implication for Open Innovation,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DHXqQUMAAAAJ&pagesize=100&citation_for_view=DHXqQUMAAAAJ:AXkvAH5U_nMC,(1) AM Adam,2020
Integration of information and communication technology in teaching: Initial perspectives of senior high school teachers in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ue8f3LQAAAAJ&pagesize=100&citation_for_view=ue8f3LQAAAAJ:8k81kl-MbHgC,"(2) V Arkorful, KA Barfi, IK Aboagye",2021
Impact of COVID-19 on poverty and living standards in Ghana: A micro-perspective,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=_ntPDRwAAAAJ&pagesize=100&citation_for_view=_ntPDRwAAAAJ:UeHWp8X0CEIC,"(1) C Bukari, G Essilfie, AA Millicent, CI Otoo, C Kyeremeh, AK Owusu, ...",2021
Flights-to-and-from-quality with Islamic and conventional bonds in the COVID-19 pandemic era: ICEEMDAN-based transfer entropy,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=KS8NqMwAAAAJ&pagesize=100&citation_for_view=KS8NqMwAAAAJ:LkGwnXOMwfcC,"(3) A Bossman, SK Agyei, P Owusu Junior, EA Agyei, PK Akorsu, ...",2022
QR Code utilization in a large classroom: Higher education students’ initial perceptions,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=88EPn7cAAAAJ&pagesize=100&citation_for_view=88EPn7cAAAAJ:kz9GbA2Ns4gC,"(1) SN Abdul Rabu, H Hussin, B Bervell",2019
Engineering genetic predisposition in human neuroepithelial stem cells recapitulates medulloblastoma tumorigenesis,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=PjXZrAsAAAAJ&pagesize=100&citation_for_view=PjXZrAsAAAAJ:zYLM7Y9cAGgC,"(1) M Huang, J Tailor, Q Zhen, AH Gillmor, ML Miller, H Weishaupt, J Chen, ...",2019
LMS-Enabled Blended Learning Use Intentions among Distance Education Tutors: Examining the Mediation Role of Attitude Based on Technology-Related Stimulus-Response Theoretical …,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=88EPn7cAAAAJ&pagesize=100&citation_for_view=88EPn7cAAAAJ:Ug5p-4gJ2f0C,"(1) B Bervell, P Nyagorme, V Arkorful",2020
LMS-Enabled Blended Learning Use Intentions among Distance Education Tutors: Examining the Mediation Role of Attitude Based on Technology-Related Stimulus-Response Theoretical …,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=qjLMhSAAAAAJ&pagesize=100&citation_for_view=qjLMhSAAAAAJ:eQOLeE2rZwMC,"(1) B Bervell, P Nyagorme, V Arkorful",2020
Single-use plastic bag policies in the Southern African development community,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Htx-wTcAAAAJ&pagesize=100&citation_for_view=Htx-wTcAAAAJ:M3ejUd6NZC8C,"(1) JC Bezerra, TR Walker, CA Clayton, I Adam",2021
